1,1
2,1
3,0.2604329577050531
4,0.19644454869466635
5,0.12881963419210038
6,0.09582978205064568
7,0.07629145673558656
8,0.06337068735268331
9,0.054192358011633864
10,0.047336187397577764
11,0.042019864651268286
12,0.037777004633093574
13,0.03431229428049888
14,0.03142964375701061
15,0.028993742730446866
16,0.02690820509942488
17,0.025102511550374157
18,0.023523877903335665
19,0.022132009582141822
20,0.02089561387200019
21,0.01979001910420507
22,0.012734796232874835
23,0.01494810731349895
24,0.017153835176138305
25,0.01640155396853552
26,0.015712463286339923
27,0.01507892217621102
28,0.014494473872609772
29,0.013953624949131417
30,0.013451672117985149
31,0.012984565100469338
32,0.012548797098213538
33,0.012141316594309667
34,0.01175945579054006
35,0.011400872131391668
36,0.01106350020537171
37,0.010745511936832236
38,0.010445283447704644
39,0.010161367320753631
