Iter,O,D,aCost,bCost
1982,N004,N002,0.516571428,1.352857143
1982,N004,N003,0.566571428,1.3684714416666668
1983,N001,N002,0.48314285700000004,1.337857143
1983,N001,N003,0.5331428570000001,1.3755574830000001
1983,N004,N002,0.516571428,1.352857143
1983,N004,N003,0.566571428,1.3684714416666668
1984,N001,N002,0.48314285700000004,1.337857143
1984,N001,N003,0.5331428570000001,1.3755574830000001
1984,N004,N002,0.516571428,1.352857143
1984,N004,N003,0.566571428,1.3684714416666668
1985,N001,N002,0.48314285700000004,1.337857143
1985,N001,N003,0.5331428570000001,1.3755574830000001
1985,N004,N002,0.516571428,1.352857143
1985,N004,N003,0.566571428,1.3684714416666668
1986,N001,N002,0.48314285700000004,1.337857143
1986,N001,N003,0.5331428570000001,1.3755574830000001
1986,N004,N002,0.516571428,1.352857143
1986,N004,N003,0.566571428,1.3684714416666668
1987,N001,N002,0.48314285700000004,1.337857143
1987,N001,N003,0.5331428570000001,1.3755574830000001
1987,N004,N002,0.516571428,1.352857143
1987,N004,N003,0.566571428,1.3684714416666668
1988,N001,N002,0.48314285700000004,1.337857143
1988,N001,N003,0.5331428570000001,1.3755574830000001
1988,N004,N002,0.516571428,1.352857143
1988,N004,N003,0.566571428,1.3684714416666668
1989,N001,N002,0.48314285700000004,1.337857143
1989,N001,N003,0.5331428570000001,1.3755574830000001
1989,N004,N002,0.516571428,1.352857143
1989,N004,N003,0.566571428,1.3684714416666668
1990,N001,N002,0.48314285700000004,1.337857143
1990,N001,N003,0.5331428570000001,1.3755574830000001
1990,N004,N002,0.516571428,1.352857143
1990,N004,N003,0.566571428,1.3684714416666668
1991,N001,N002,0.48314285700000004,1.337857143
1991,N001,N003,0.5331428570000001,1.3755574830000001
1991,N004,N002,0.516571428,1.352857143
1991,N004,N003,0.566571428,1.3684714416666668
1992,N001,N002,0.48314285700000004,1.337857143
1992,N001,N003,0.5331428570000001,1.3755574830000001
1992,N004,N002,0.516571428,1.352857143
1992,N004,N003,0.566571428,1.3684714416666668
1993,N001,N002,0.48314285700000004,1.337857143
1993,N001,N003,0.5331428570000001,1.3755574830000001
1993,N004,N002,0.516571428,1.352857143
1993,N004,N003,0.566571428,1.3684714416666668
1994,N001,N002,0.48314285700000004,1.337857143
1994,N001,N003,0.5331428570000001,1.3755574830000001
1994,N004,N002,0.516571428,1.352857143
1994,N004,N003,0.566571428,1.3684714416666668
1995,N001,N002,0.48314285700000004,1.337857143
1995,N001,N003,0.5331428570000001,1.3755574830000001
1995,N004,N002,0.516571428,1.352857143
1995,N004,N003,0.566571428,1.3684714416666668
1996,N001,N002,0.48314285700000004,1.337857143
1996,N001,N003,0.5331428570000001,1.3755574830000001
1996,N004,N002,0.516571428,1.352857143
1996,N004,N003,0.566571428,1.3684714416666668
1997,N001,N002,0.48314285700000004,1.337857143
1997,N001,N003,0.5331428570000001,1.3755574830000001
1997,N004,N002,0.516571428,1.352857143
1997,N004,N003,0.566571428,1.3684714416666668
1998,N001,N002,0.48314285700000004,1.337857143
1998,N001,N003,0.5331428570000001,1.3755574830000001
1998,N004,N002,0.516571428,1.352857143
1998,N004,N003,0.566571428,1.3684714416666668
1999,N001,N002,0.48314285700000004,1.337857143
1999,N001,N003,0.5331428570000001,1.3755574830000001
1999,N004,N002,0.516571428,1.352857143
1999,N004,N003,0.566571428,1.3684714416666668
2000,N001,N002,0.48314285700000004,1.337857143
2000,N001,N003,0.5331428570000001,1.3755574830000001
2000,N004,N002,0.516571428,1.352857143
2000,N004,N003,0.566571428,1.3684714416666668
2001,N001,N002,0.48314285700000004,1.337857143
2001,N001,N003,0.5331428570000001,1.3755574830000001
2001,N004,N002,0.516571428,1.352857143
2001,N004,N003,0.566571428,1.3684714416666668
2002,N001,N002,0.48314285700000004,1.337857143
2002,N001,N003,0.5331428570000001,1.3755574830000001
2002,N004,N002,0.516571428,1.352857143
2002,N004,N003,0.566571428,1.3684714416666668
2003,N001,N002,0.48314285700000004,1.337857143
2003,N001,N003,0.5331428570000001,1.3755574830000001
2003,N004,N002,0.516571428,1.352857143
2003,N004,N003,0.566571428,1.3684714416666668
2004,N001,N002,0.48314285700000004,1.337857143
2004,N001,N003,0.5331428570000001,1.3755574830000001
2004,N004,N002,0.516571428,1.352857143
2004,N004,N003,0.566571428,1.3684714416666668
2005,N001,N002,0.48314285700000004,1.337857143
2005,N001,N003,0.5331428570000001,1.3755574830000001
2005,N004,N002,0.516571428,1.352857143
2005,N004,N003,0.566571428,1.3684714416666668
2006,N001,N002,0.48314285700000004,1.337857143
2006,N001,N003,0.5331428570000001,1.3755574830000001
2006,N004,N002,0.516571428,1.352857143
2006,N004,N003,0.566571428,1.3684714416666668
2007,N001,N002,0.48314285700000004,1.337857143
2007,N001,N003,0.5331428570000001,1.3755574830000001
2007,N004,N002,0.516571428,1.352857143
2007,N004,N003,0.566571428,1.3684714416666668
2008,N001,N002,0.48314285700000004,1.337857143
2008,N001,N003,0.5331428570000001,1.3755574830000001
2008,N004,N002,0.516571428,1.352857143
2008,N004,N003,0.566571428,1.3684714416666668
2009,N001,N002,0.48314285700000004,1.337857143
2009,N001,N003,0.5331428570000001,1.3755574830000001
2009,N004,N002,0.516571428,1.352857143
2009,N004,N003,0.566571428,1.3684714416666668
2010,N001,N002,0.48314285700000004,1.337857143
2010,N001,N003,0.5331428570000001,1.3755574830000001
2010,N004,N002,0.516571428,1.352857143
2010,N004,N003,0.566571428,1.3684714416666668
2011,N001,N002,0.48314285700000004,1.337857143
2011,N001,N003,0.5331428570000001,1.3755574830000001
2011,N004,N002,0.516571428,1.352857143
2011,N004,N003,0.566571428,1.3684714416666668
2012,N001,N002,0.48314285700000004,1.337857143
2012,N001,N003,0.5331428570000001,1.3755574830000001
2012,N004,N002,0.516571428,1.352857143
2012,N004,N003,0.566571428,1.3684714416666668
2013,N001,N002,0.48314285700000004,1.337857143
2013,N001,N003,0.5331428570000001,1.3755574830000001
2013,N004,N002,0.516571428,1.352857143
2013,N004,N003,0.566571428,1.3684714416666668
2014,N001,N002,0.48314285700000004,1.337857143
2014,N001,N003,0.5331428570000001,1.3755574830000001
2014,N004,N002,0.516571428,1.352857143
2014,N004,N003,0.566571428,1.3684714416666668
2015,N001,N002,0.48314285700000004,1.337857143
2015,N001,N003,0.5331428570000001,1.3755574830000001
2015,N004,N002,0.516571428,1.352857143
2015,N004,N003,0.566571428,1.3684714416666668
2016,N001,N002,0.48314285700000004,1.337857143
2016,N001,N003,0.5331428570000001,1.3755574830000001
2016,N004,N002,0.516571428,1.352857143
2016,N004,N003,0.566571428,1.3684714416666668
2017,N001,N002,0.48314285700000004,1.337857143
2017,N001,N003,0.5331428570000001,1.3755574830000001
2017,N004,N002,0.516571428,1.352857143
2017,N004,N003,0.566571428,1.3684714416666668
2018,N001,N002,0.48314285700000004,1.337857143
2018,N001,N003,0.5331428570000001,1.3755574830000001
2018,N004,N002,0.516571428,1.352857143
2018,N004,N003,0.566571428,1.3684714416666668
2019,N001,N002,0.48314285700000004,1.337857143
2019,N001,N003,0.5331428570000001,1.3755574830000001
2019,N004,N002,0.516571428,1.352857143
2019,N004,N003,0.566571428,1.3684714416666668
2020,N001,N002,0.48314285700000004,1.337857143
2020,N001,N003,0.5331428570000001,1.3755574830000001
2020,N004,N002,0.516571428,1.352857143
2020,N004,N003,0.566571428,1.3684714416666668
2021,N001,N002,0.48314285700000004,1.337857143
2021,N001,N003,0.5331428570000001,1.3755574830000001
2021,N004,N002,0.516571428,1.352857143
2021,N004,N003,0.566571428,1.3684714416666668
2022,N001,N002,0.48314285700000004,1.337857143
2022,N001,N003,0.5331428570000001,1.3755574830000001
2022,N004,N002,0.516571428,1.352857143
2022,N004,N003,0.566571428,1.3684714416666668
2023,N001,N002,0.48314285700000004,1.337857143
2023,N001,N003,0.5331428570000001,1.3755574830000001
2023,N004,N002,0.516571428,1.352857143
2023,N004,N003,0.566571428,1.3684714416666668
2024,N001,N002,0.48314285700000004,1.337857143
2024,N001,N003,0.5331428570000001,1.3755574830000001
2024,N004,N002,0.516571428,1.352857143
2024,N004,N003,0.566571428,1.3684714416666668
2025,N001,N002,0.48314285700000004,1.337857143
2025,N001,N003,0.5331428570000001,1.3755574830000001
2025,N004,N002,0.516571428,1.352857143
2025,N004,N003,0.566571428,1.3684714416666668
2026,N001,N002,0.48314285700000004,1.337857143
2026,N001,N003,0.5331428570000001,1.3755574830000001
2026,N004,N002,0.516571428,1.352857143
2026,N004,N003,0.566571428,1.3684714416666668
2027,N001,N002,0.48314285700000004,1.337857143
2027,N001,N003,0.5331428570000001,1.3755574830000001
2027,N004,N002,0.516571428,1.352857143
2027,N004,N003,0.566571428,1.3684714416666668
2028,N001,N002,0.48314285700000004,1.337857143
2028,N001,N003,0.5331428570000001,1.3755574830000001
2028,N004,N002,0.516571428,1.352857143
2028,N004,N003,0.566571428,1.3684714416666668
2029,N001,N002,0.48314285700000004,1.337857143
2029,N001,N003,0.5331428570000001,1.3755574830000001
2029,N004,N002,0.516571428,1.352857143
2029,N004,N003,0.566571428,1.3684714416666668
2030,N001,N002,0.48314285700000004,1.337857143
2030,N001,N003,0.5331428570000001,1.3755574830000001
2030,N004,N002,0.516571428,1.352857143
2030,N004,N003,0.566571428,1.3684714416666668
2031,N001,N002,0.48314285700000004,1.337857143
2031,N001,N003,0.5331428570000001,1.3755574830000001
2031,N004,N002,0.516571428,1.352857143
2031,N004,N003,0.566571428,1.3684714416666668
2032,N001,N002,0.48314285700000004,1.337857143
2032,N001,N003,0.5331428570000001,1.3755574830000001
2032,N004,N002,0.516571428,1.352857143
2032,N004,N003,0.566571428,1.3684714416666668
2033,N001,N002,0.48314285700000004,1.337857143
2033,N001,N003,0.5331428570000001,1.3755574830000001
2033,N004,N002,0.516571428,1.352857143
2033,N004,N003,0.566571428,1.3684714416666668
2034,N001,N002,0.48314285700000004,1.337857143
2034,N001,N003,0.5331428570000001,1.3755574830000001
2034,N004,N002,0.516571428,1.352857143
2034,N004,N003,0.566571428,1.3684714416666668
2035,N001,N002,0.48314285700000004,1.337857143
2035,N001,N003,0.5331428570000001,1.3755574830000001
2035,N004,N002,0.516571428,1.352857143
2035,N004,N003,0.566571428,1.3684714416666668
2036,N001,N002,0.48314285700000004,1.337857143
2036,N001,N003,0.5331428570000001,1.3755574830000001
2036,N004,N002,0.516571428,1.352857143
2036,N004,N003,0.566571428,1.3684714416666668
2037,N001,N002,0.48314285700000004,1.337857143
2037,N001,N003,0.5331428570000001,1.3755574830000001
2037,N004,N002,0.516571428,1.352857143
2037,N004,N003,0.566571428,1.3684714416666668
2038,N001,N002,0.48314285700000004,1.337857143
2038,N001,N003,0.5331428570000001,1.3755574830000001
2038,N004,N002,0.516571428,1.352857143
2038,N004,N003,0.566571428,1.3684714416666668
2039,N001,N002,0.48314285700000004,1.337857143
2039,N001,N003,0.5331428570000001,1.3755574830000001
2039,N004,N002,0.516571428,1.352857143
2039,N004,N003,0.566571428,1.3684714416666668
2040,N001,N002,0.48314285700000004,1.337857143
2040,N001,N003,0.5331428570000001,1.3755574830000001
2040,N004,N002,0.516571428,1.352857143
2040,N004,N003,0.566571428,1.3684714416666668
2041,N001,N002,0.48314285700000004,1.337857143
2041,N001,N003,0.5331428570000001,1.3755574830000001
2041,N004,N002,0.516571428,1.352857143
2041,N004,N003,0.566571428,1.3684714416666668
2042,N001,N002,0.48314285700000004,1.337857143
2042,N001,N003,0.5331428570000001,1.3755574830000001
2042,N004,N002,0.516571428,1.352857143
2042,N004,N003,0.566571428,1.3684714416666668
2043,N001,N002,0.48314285700000004,1.337857143
2043,N001,N003,0.5331428570000001,1.3755574830000001
2043,N004,N002,0.516571428,1.352857143
2043,N004,N003,0.566571428,1.3684714416666668
2044,N001,N002,0.48314285700000004,1.337857143
2044,N001,N003,0.5331428570000001,1.3755574830000001
2044,N004,N002,0.516571428,1.352857143
2044,N004,N003,0.566571428,1.3684714416666668
2045,N001,N002,0.48314285700000004,1.337857143
2045,N001,N003,0.5331428570000001,1.3755574830000001
2045,N004,N002,0.516571428,1.352857143
2045,N004,N003,0.566571428,1.3684714416666668
2046,N001,N002,0.48314285700000004,1.337857143
2046,N001,N003,0.5331428570000001,1.3755574830000001
2046,N004,N002,0.516571428,1.352857143
2046,N004,N003,0.566571428,1.3684714416666668
2047,N001,N002,0.48314285700000004,1.337857143
2047,N001,N003,0.5331428570000001,1.3755574830000001
2047,N004,N002,0.516571428,1.352857143
2047,N004,N003,0.566571428,1.3684714416666668
2048,N001,N002,0.48314285700000004,1.337857143
2048,N001,N003,0.5331428570000001,1.3755574830000001
2048,N004,N002,0.516571428,1.352857143
2048,N004,N003,0.566571428,1.3684714416666668
2049,N001,N002,0.48314285700000004,1.337857143
2049,N001,N003,0.5331428570000001,1.3755574830000001
2049,N004,N002,0.516571428,1.352857143
2049,N004,N003,0.566571428,1.3684714416666668
2050,N001,N002,0.48314285700000004,1.337857143
2050,N001,N003,0.5331428570000001,1.3755574830000001
2050,N004,N002,0.516571428,1.352857143
2050,N004,N003,0.566571428,1.3684714416666668
2051,N001,N002,0.48314285700000004,1.337857143
2051,N001,N003,0.5331428570000001,1.3755574830000001
2051,N004,N002,0.516571428,1.352857143
2051,N004,N003,0.566571428,1.3684714416666668
2052,N001,N002,0.48314285700000004,1.337857143
2052,N001,N003,0.5331428570000001,1.3755574830000001
2052,N004,N002,0.516571428,1.352857143
2052,N004,N003,0.566571428,1.3684714416666668
2053,N001,N002,0.48314285700000004,1.337857143
2053,N001,N003,0.5331428570000001,1.3755574830000001
2053,N004,N002,0.516571428,1.352857143
2053,N004,N003,0.566571428,1.3684714416666668
2054,N001,N002,0.48314285700000004,1.337857143
2054,N001,N003,0.5331428570000001,1.3755574830000001
2054,N004,N002,0.516571428,1.352857143
2054,N004,N003,0.566571428,1.3684714416666668
2055,N001,N002,0.48314285700000004,1.337857143
2055,N001,N003,0.5331428570000001,1.3755574830000001
2055,N004,N002,0.516571428,1.352857143
2055,N004,N003,0.566571428,1.3684714416666668
2056,N001,N002,0.48314285700000004,1.337857143
2056,N001,N003,0.5331428570000001,1.3755574830000001
2056,N004,N002,0.516571428,1.352857143
2056,N004,N003,0.566571428,1.3684714416666668
2057,N001,N002,0.48314285700000004,1.337857143
2057,N001,N003,0.5331428570000001,1.3755574830000001
2057,N004,N002,0.516571428,1.352857143
2057,N004,N003,0.566571428,1.3684714416666668
2058,N001,N002,0.48314285700000004,1.337857143
2058,N001,N003,0.5331428570000001,1.3755574830000001
2058,N004,N002,0.516571428,1.352857143
2058,N004,N003,0.566571428,1.3684714416666668
2059,N001,N002,0.48314285700000004,1.337857143
2059,N001,N003,0.5331428570000001,1.3755574830000001
2059,N004,N002,0.516571428,1.352857143
2059,N004,N003,0.566571428,1.3684714416666668
2060,N001,N002,0.48314285700000004,1.337857143
2060,N001,N003,0.5331428570000001,1.3755574830000001
2060,N004,N002,0.516571428,1.352857143
2060,N004,N003,0.566571428,1.3684714416666668
2061,N001,N002,0.48314285700000004,1.337857143
2061,N001,N003,0.5331428570000001,1.3755574830000001
2061,N004,N002,0.516571428,1.352857143
2061,N004,N003,0.566571428,1.3684714416666668
2062,N001,N002,0.48314285700000004,1.337857143
2062,N001,N003,0.5331428570000001,1.3755574830000001
2062,N004,N002,0.516571428,1.352857143
2062,N004,N003,0.566571428,1.3684714416666668
2063,N001,N002,0.48314285700000004,1.337857143
2063,N001,N003,0.5331428570000001,1.3755574830000001
2063,N004,N002,0.516571428,1.352857143
2063,N004,N003,0.566571428,1.3684714416666668
2064,N001,N002,0.48314285700000004,1.337857143
2064,N001,N003,0.5331428570000001,1.3755574830000001
2064,N004,N002,0.516571428,1.352857143
2064,N004,N003,0.566571428,1.3684714416666668
2065,N001,N002,0.48314285700000004,1.337857143
2065,N001,N003,0.5331428570000001,1.3755574830000001
2065,N004,N002,0.516571428,1.352857143
2065,N004,N003,0.566571428,1.3684714416666668
2066,N001,N002,0.48314285700000004,1.337857143
2066,N001,N003,0.5331428570000001,1.3755574830000001
2066,N004,N002,0.516571428,1.352857143
2066,N004,N003,0.566571428,1.3684714416666668
2067,N001,N002,0.48314285700000004,1.337857143
2067,N001,N003,0.5331428570000001,1.3755574830000001
2067,N004,N002,0.516571428,1.352857143
2067,N004,N003,0.566571428,1.3684714416666668
2068,N001,N002,0.48314285700000004,1.337857143
2068,N001,N003,0.5331428570000001,1.3755574830000001
2068,N004,N002,0.516571428,1.352857143
2068,N004,N003,0.566571428,1.3684714416666668
2069,N001,N002,0.48314285700000004,1.337857143
2069,N001,N003,0.5331428570000001,1.3755574830000001
2069,N004,N002,0.516571428,1.352857143
2069,N004,N003,0.566571428,1.3684714416666668
2070,N001,N002,0.48314285700000004,1.337857143
2070,N001,N003,0.5331428570000001,1.3755574830000001
2070,N004,N002,0.516571428,1.352857143
2070,N004,N003,0.566571428,1.3684714416666668
2071,N001,N002,0.48314285700000004,1.337857143
2071,N001,N003,0.5331428570000001,1.3755574830000001
2071,N004,N002,0.516571428,1.352857143
2071,N004,N003,0.566571428,1.3684714416666668
2072,N001,N002,0.48314285700000004,1.337857143
2072,N001,N003,0.5331428570000001,1.3755574830000001
2072,N004,N002,0.516571428,1.352857143
2072,N004,N003,0.566571428,1.3684714416666668
2073,N001,N002,0.48314285700000004,1.337857143
2073,N001,N003,0.5331428570000001,1.3755574830000001
2073,N004,N002,0.516571428,1.352857143
2073,N004,N003,0.566571428,1.3684714416666668
2074,N001,N002,0.48314285700000004,1.337857143
2074,N001,N003,0.5331428570000001,1.3755574830000001
2074,N004,N002,0.516571428,1.352857143
2074,N004,N003,0.566571428,1.3684714416666668
2075,N001,N002,0.48314285700000004,1.337857143
2075,N001,N003,0.5331428570000001,1.3755574830000001
2075,N004,N002,0.516571428,1.352857143
2075,N004,N003,0.566571428,1.3684714416666668
2076,N001,N002,0.48314285700000004,1.337857143
2076,N001,N003,0.5331428570000001,1.3755574830000001
2076,N004,N002,0.516571428,1.352857143
2076,N004,N003,0.566571428,1.3684714416666668
2077,N001,N002,0.48314285700000004,1.337857143
2077,N001,N003,0.5331428570000001,1.3755574830000001
2077,N004,N002,0.516571428,1.352857143
2077,N004,N003,0.566571428,1.3684714416666668
2078,N001,N002,0.48314285700000004,1.337857143
2078,N001,N003,0.5331428570000001,1.3755574830000001
2078,N004,N002,0.516571428,1.352857143
2078,N004,N003,0.566571428,1.3684714416666668
2079,N001,N002,0.48314285700000004,1.337857143
2079,N001,N003,0.5331428570000001,1.3755574830000001
2079,N004,N002,0.516571428,1.352857143
2079,N004,N003,0.566571428,1.3684714416666668
2080,N001,N002,0.48314285700000004,1.337857143
2080,N001,N003,0.5331428570000001,1.3755574830000001
2080,N004,N002,0.516571428,1.352857143
2080,N004,N003,0.566571428,1.3684714416666668
2081,N001,N002,0.48314285700000004,1.337857143
2081,N001,N003,0.5331428570000001,1.3755574830000001
2081,N004,N002,0.516571428,1.352857143
2081,N004,N003,0.566571428,1.3684714416666668
2082,N001,N002,0.48314285700000004,1.337857143
2082,N001,N003,0.5331428570000001,1.3755574830000001
2082,N004,N002,0.516571428,1.352857143
2082,N004,N003,0.566571428,1.3684714416666668
2083,N001,N002,0.48314285700000004,1.337857143
2083,N001,N003,0.5331428570000001,1.3755574830000001
2083,N004,N002,0.516571428,1.352857143
2083,N004,N003,0.566571428,1.3684714416666668
2084,N001,N002,0.48314285700000004,1.337857143
2084,N001,N003,0.5331428570000001,1.3755574830000001
2084,N004,N002,0.516571428,1.352857143
2084,N004,N003,0.566571428,1.3684714416666668
2085,N001,N002,0.48314285700000004,1.337857143
2085,N001,N003,0.5331428570000001,1.3755574830000001
2085,N004,N002,0.516571428,1.352857143
2085,N004,N003,0.566571428,1.3684714416666668
2086,N001,N002,0.48314285700000004,1.337857143
2086,N001,N003,0.5331428570000001,1.3755574830000001
2086,N004,N002,0.516571428,1.352857143
2086,N004,N003,0.566571428,1.3684714416666668
2087,N001,N002,0.48314285700000004,1.337857143
2087,N001,N003,0.5331428570000001,1.3755574830000001
2087,N004,N002,0.516571428,1.352857143
2087,N004,N003,0.566571428,1.3684714416666668
2088,N001,N002,0.48314285700000004,1.337857143
2088,N001,N003,0.5331428570000001,1.3755574830000001
2088,N004,N002,0.516571428,1.352857143
2088,N004,N003,0.566571428,1.3684714416666668
2089,N001,N002,0.48314285700000004,1.337857143
2089,N001,N003,0.5331428570000001,1.3755574830000001
2089,N004,N002,0.516571428,1.352857143
2089,N004,N003,0.566571428,1.3684714416666668
2090,N001,N002,0.48314285700000004,1.337857143
2090,N001,N003,0.5331428570000001,1.3755574830000001
2090,N004,N002,0.516571428,1.352857143
2090,N004,N003,0.566571428,1.3684714416666668
2091,N001,N002,0.48314285700000004,1.337857143
2091,N001,N003,0.5331428570000001,1.3755574830000001
2091,N004,N002,0.516571428,1.352857143
2091,N004,N003,0.566571428,1.3684714416666668
2092,N001,N002,0.48314285700000004,1.337857143
2092,N001,N003,0.5331428570000001,1.3755574830000001
2092,N004,N002,0.516571428,1.352857143
2092,N004,N003,0.566571428,1.3684714416666668
2093,N001,N002,0.48314285700000004,1.337857143
2093,N001,N003,0.5331428570000001,1.3755574830000001
2093,N004,N002,0.516571428,1.352857143
2093,N004,N003,0.566571428,1.3684714416666668
2094,N001,N002,0.48314285700000004,1.337857143
2094,N001,N003,0.5331428570000001,1.3755574830000001
2094,N004,N002,0.516571428,1.352857143
2094,N004,N003,0.566571428,1.3684714416666668
2095,N001,N002,0.48314285700000004,1.337857143
2095,N001,N003,0.5331428570000001,1.3755574830000001
2095,N004,N002,0.516571428,1.352857143
2095,N004,N003,0.566571428,1.3684714416666668
2096,N001,N002,0.48314285700000004,1.337857143
2096,N001,N003,0.5331428570000001,1.3755574830000001
2096,N004,N002,0.516571428,1.352857143
2096,N004,N003,0.566571428,1.3684714416666668
2097,N001,N002,0.48314285700000004,1.337857143
2097,N001,N003,0.5331428570000001,1.3755574830000001
2097,N004,N002,0.516571428,1.352857143
2097,N004,N003,0.566571428,1.3684714416666668
2098,N001,N002,0.48314285700000004,1.337857143
2098,N001,N003,0.5331428570000001,1.3755574830000001
2098,N004,N002,0.516571428,1.352857143
2098,N004,N003,0.566571428,1.3684714416666668
2099,N001,N002,0.48314285700000004,1.337857143
2099,N001,N003,0.5331428570000001,1.3755574830000001
2099,N004,N002,0.516571428,1.352857143
2099,N004,N003,0.566571428,1.3684714416666668
2100,N001,N002,0.48314285700000004,1.337857143
2100,N001,N003,0.5331428570000001,1.3755574830000001
2100,N004,N002,0.516571428,1.352857143
2100,N004,N003,0.566571428,1.3684714416666668
2101,N001,N002,0.48314285700000004,1.337857143
2101,N001,N003,0.5331428570000001,1.3755574830000001
2101,N004,N002,0.516571428,1.352857143
2101,N004,N003,0.566571428,1.3684714416666668
2102,N001,N002,0.48314285700000004,1.337857143
2102,N001,N003,0.5331428570000001,1.3755574830000001
2102,N004,N002,0.516571428,1.352857143
2102,N004,N003,0.566571428,1.3684714416666668
2103,N001,N002,0.48314285700000004,1.337857143
2103,N001,N003,0.5331428570000001,1.3755574830000001
2103,N004,N002,0.516571428,1.352857143
2103,N004,N003,0.566571428,1.3684714416666668
2104,N001,N002,0.48314285700000004,1.337857143
2104,N001,N003,0.5331428570000001,1.3755574830000001
2104,N004,N002,0.516571428,1.352857143
2104,N004,N003,0.566571428,1.3684714416666668
2105,N001,N002,0.48314285700000004,1.337857143
2105,N001,N003,0.5331428570000001,1.3755574830000001
2105,N004,N002,0.516571428,1.352857143
2105,N004,N003,0.566571428,1.3684714416666668
2106,N001,N002,0.48314285700000004,1.337857143
2106,N001,N003,0.5331428570000001,1.3755574830000001
2106,N004,N002,0.516571428,1.352857143
2106,N004,N003,0.566571428,1.3684714416666668
2107,N001,N002,0.48314285700000004,1.337857143
2107,N001,N003,0.5331428570000001,1.3755574830000001
2107,N004,N002,0.516571428,1.352857143
2107,N004,N003,0.566571428,1.3684714416666668
2108,N001,N002,0.48314285700000004,1.337857143
2108,N001,N003,0.5331428570000001,1.3755574830000001
2108,N004,N002,0.516571428,1.352857143
2108,N004,N003,0.566571428,1.3684714416666668
2109,N001,N002,0.48314285700000004,1.337857143
2109,N001,N003,0.5331428570000001,1.3755574830000001
2109,N004,N002,0.516571428,1.352857143
2109,N004,N003,0.566571428,1.3684714416666668
2110,N001,N002,0.48314285700000004,1.337857143
2110,N001,N003,0.5331428570000001,1.3755574830000001
2110,N004,N002,0.516571428,1.352857143
2110,N004,N003,0.566571428,1.3684714416666668
2111,N001,N002,0.48314285700000004,1.337857143
2111,N001,N003,0.5331428570000001,1.3755574830000001
2111,N004,N002,0.516571428,1.352857143
2111,N004,N003,0.566571428,1.3684714416666668
2112,N001,N002,0.48314285700000004,1.337857143
2112,N001,N003,0.5331428570000001,1.3755574830000001
2112,N004,N002,0.516571428,1.352857143
2112,N004,N003,0.566571428,1.3684714416666668
2113,N001,N002,0.48314285700000004,1.337857143
2113,N001,N003,0.5331428570000001,1.3755574830000001
2113,N004,N002,0.516571428,1.352857143
2113,N004,N003,0.566571428,1.3684714416666668
2114,N001,N002,0.48314285700000004,1.337857143
2114,N001,N003,0.5331428570000001,1.3755574830000001
2114,N004,N002,0.516571428,1.352857143
2114,N004,N003,0.566571428,1.3684714416666668
2115,N001,N002,0.48314285700000004,1.337857143
2115,N001,N003,0.5331428570000001,1.3755574830000001
2115,N004,N002,0.516571428,1.352857143
2115,N004,N003,0.566571428,1.3684714416666668
2116,N001,N002,0.48314285700000004,1.337857143
2116,N001,N003,0.5331428570000001,1.3755574830000001
2116,N004,N002,0.516571428,1.352857143
2116,N004,N003,0.566571428,1.3684714416666668
2117,N001,N002,0.48314285700000004,1.337857143
2117,N001,N003,0.5331428570000001,1.3755574830000001
2117,N004,N002,0.516571428,1.352857143
2117,N004,N003,0.566571428,1.3684714416666668
2118,N001,N002,0.48314285700000004,1.337857143
2118,N001,N003,0.5331428570000001,1.3755574830000001
2118,N004,N002,0.516571428,1.352857143
2118,N004,N003,0.566571428,1.3684714416666668
2119,N001,N002,0.48314285700000004,1.337857143
2119,N001,N003,0.5331428570000001,1.3755574830000001
2119,N004,N002,0.516571428,1.352857143
2119,N004,N003,0.566571428,1.3684714416666668
2120,N001,N002,0.48314285700000004,1.337857143
2120,N001,N003,0.5331428570000001,1.3755574830000001
2120,N004,N002,0.516571428,1.352857143
2120,N004,N003,0.566571428,1.3684714416666668
2121,N001,N002,0.48314285700000004,1.337857143
2121,N001,N003,0.5331428570000001,1.3755574830000001
2121,N004,N002,0.516571428,1.352857143
2121,N004,N003,0.566571428,1.3684714416666668
2122,N001,N002,0.48314285700000004,1.337857143
2122,N001,N003,0.5331428570000001,1.3755574830000001
2122,N004,N002,0.516571428,1.352857143
2122,N004,N003,0.566571428,1.3684714416666668
2123,N001,N002,0.48314285700000004,1.337857143
2123,N001,N003,0.5331428570000001,1.3755574830000001
2123,N004,N002,0.516571428,1.352857143
2123,N004,N003,0.566571428,1.3684714416666668
2124,N001,N002,0.48314285700000004,1.337857143
2124,N001,N003,0.5331428570000001,1.3755574830000001
2124,N004,N002,0.516571428,1.352857143
2124,N004,N003,0.566571428,1.3684714416666668
2125,N001,N002,0.48314285700000004,1.337857143
2125,N001,N003,0.5331428570000001,1.3755574830000001
2125,N004,N002,0.516571428,1.352857143
2125,N004,N003,0.566571428,1.3684714416666668
2126,N001,N002,0.48314285700000004,1.337857143
2126,N001,N003,0.5331428570000001,1.3755574830000001
2126,N004,N002,0.516571428,1.352857143
2126,N004,N003,0.566571428,1.3684714416666668
2127,N001,N002,0.48314285700000004,1.337857143
2127,N001,N003,0.5331428570000001,1.3755574830000001
2127,N004,N002,0.516571428,1.352857143
2127,N004,N003,0.566571428,1.3684714416666668
